update_date,province_name_en,city_name_en,cum_confirmed,cum_cured,cum_dead,new_confirmed,new_cured,new_dead,update_time
2020-01-25,Hebei,Chengde,1,0,0,,,,2020-01-25 11:19:36.648
2020-01-25,Hebei,Cangzhou,2,0,1,1.0,0.0,0.0,2020-01-25 11:19:36.648
2020-01-25,Hebei,Shijiazhuang,4,0,0,3.0,0.0,0.0,2020-01-25 11:19:36.648
2020-01-25,Henan,Sanmenxia,1,0,0,0.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Xinyang,5,0,0,4.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Nanyang,8,0,0,,,,2020-01-25 11:10:31.412
2020-01-25,Henan,Zhoukou,4,0,0,3.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Gushixian,1,0,0,,,,2020-01-25 11:10:31.412
2020-01-25,Henan,Gongyi,2,0,0,0.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Pingdingshan,1,0,0,,,,2020-01-25 11:10:31.412
2020-01-25,Henan,Xinxiang,1,0,0,,,,2020-01-25 11:10:31.412
2020-01-25,Henan,Luoyang,1,0,0,0.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Zhengzhou,6,0,0,3.0,0.0,0.0,2020-01-25 11:10:31.412
2020-01-25,Henan,Zhumadian,2,0,0,,,,2020-01-25 11:10:31.412
2020-01-25,Zhejiang,Taizhou,20,0,0,2.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Jiaxing,4,0,0,1.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Ningbo,6,0,0,1.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Hangzhou,12,0,0,6.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Wenzhou,10,1,0,4.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Shaoxing,4,0,0,3.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Zhoushan,2,0,0,1.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Quzhou,2,0,0,0.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Zhejiang,Jinhua,2,0,0,1.0,0.0,0.0,2020-01-25 11:13:33.136
2020-01-25,Henan,Wanning,5,0,0,3.0,0.0,0.0,2020-01-25 20:08:11.787
2020-01-25,Henan,Sanya,6,0,0,4.0,0.0,0.0,2020-01-25 20:08:11.787
2020-01-25,Henan,Lingao,1,0,0,0.0,0.0,0.0,2020-01-25 20:08:11.787
2020-01-25,Henan,Danzhou,3,0,0,,,,2020-01-25 20:08:11.787
2020-01-25,Henan,Haikou,3,0,0,0.0,0.0,0.0,2020-01-25 20:08:11.787
2020-01-25,Henan,Lingshui,1,0,0,,,,2020-01-25 20:08:11.787
2020-01-25,Hubei,Xiantao,10,0,0,8.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Shiyan,5,0,0,4.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,tianmen,3,0,0,,,,2020-01-25 23:55:35.775
2020-01-25,Hubei,Xiaogan,26,0,0,4.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Yichang,1,0,1,0.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Enshizhou,11,0,0,,,,2020-01-25 23:55:35.775
2020-01-25,Hubei,Wuhan,572,32,38,77.0,1.0,15.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Jingzhou,10,0,0,2.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Jingmen,21,0,0,13.0,0.0,0.0,2020-01-25 23:55:35.775
2020-01-25,Hubei,Xiangyang,1,0,0,,,,2020-01-25 23:55:35.775
2020-01-25,Hubei,Ezhou,1,0,0,,,,2020-01-25 23:55:35.775
2020-01-25,Hubei,Suizhou,5,0,0,,,,2020-01-25 23:55:35.775
2020-01-25,Hubei,Huanggang,64,0,0,52.0,0.0,0.0,2020-01-25 23:55:35.775
